Catalog ID	Category ID	Kink	Category	Description	Typical Role	Primary Mode	Intensity	Risk Level	Master Interest	Master Giving	Master Receiving	pet Interest	pet Giving	pet Receiving	Hard Limit?	Scene Use	Discussed?	Notes	Research Source(s)	Source URL(s)	Catalog Status
costume-cosplay-fetish	clothing-gear-fetishwear	Costume / cosplay fetish	Clothing, Gear & Fetishwear	Erotic attraction to costumes, character dress, or identity transformation through clothing.	Both	Aesthetic/Sensory	Low-Moderate	Low-Moderate											3Fun; Tumblr 400+ list; KinkSheet; TBô 2026 list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology	Added Sep 2026
ball-gag	protocol-bondage-d-s-details	Ball gag	Protocol, Bondage & D/s Details	Mouth restraint using a ball-style gag.	Receiving	Physical/Psychological	Variable	Moderate										Communication backup and airway comfort matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
bit-gag	protocol-bondage-d-s-details	Bit gag	Protocol, Bondage & D/s Details	Mouth restraint using a bar/bit-style gag.	Receiving	Physical/Psychological	Variable	Moderate										Jaw comfort and communication backup matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
ring-gag	protocol-bondage-d-s-details	Ring gag	Protocol, Bondage & D/s Details	Open-mouth gag using a ring-style frame.	Receiving	Physical/Psychological	Variable	Moderate-High										Jaw strain and airway comfort matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
tape-gag-fantasy	protocol-bondage-d-s-details	Tape gag fantasy	Protocol, Bondage & D/s Details	Gagging aesthetic or roleplay using a tape-like mouth covering.	Receiving	Physical/Psychological	Variable	High										Do not obstruct breathing; descriptive catalog entry.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
medical-dental-gag	protocol-bondage-d-s-details	Medical / dental gag	Protocol, Bondage & D/s Details	Clinical-style mouth restraint used in medical roleplay or BDSM.	Receiving	Physical/Psychological	Variable	High										Specialty equipment and jaw/airway considerations.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
spreader-bar	protocol-bondage-d-s-details	Spreader bar	Protocol, Bondage & D/s Details	Rigid restraint device that keeps limbs separated.	Receiving	Physical/Psychological	Variable	Moderate-High										Joint and position monitoring.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
straitjacket-restraint	protocol-bondage-d-s-details	Straitjacket restraint	Protocol, Bondage & D/s Details	Upper-body immobilization using a straitjacket-style restraint.	Receiving	Physical/Psychological	Variable	High										Advanced immobilization; monitoring and rapid release matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
wall-cross-restraint	protocol-bondage-d-s-details	Wall / cross restraint	Protocol, Bondage & D/s Details	Restraining a person to a wall-mounted or cross-shaped restraint frame.	Receiving	Physical/Psychological	Variable	Moderate-High										Anchor integrity and circulation matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
encasement-bondage	protocol-bondage-d-s-details	Encasement bondage	Protocol, Bondage & D/s Details	Extensive enclosure or restriction designed to minimize movement.	Receiving	Physical/Psychological	Variable	High										Heat, circulation, breathing, panic, and release access matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
verbal-don-t-move-bondage	protocol-bondage-d-s-details	Verbal 'don't move' bondage	Protocol, Bondage & D/s Details	Obedience-based stillness where the receiver remains unrestrained but agrees not to move.	Receiving	Physical/Psychological	Variable	Low-Moderate										Safety movement always remains allowed.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
bathroom-permission-protocol	protocol-bondage-d-s-details	Bathroom-permission protocol	Protocol, Bondage & D/s Details	Power-exchange rule where bathroom access is symbolically permission-based.	Receiving	Physical/Psychological	Variable	Moderate-High										Essential bodily needs must remain accessible; no harmful holding.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
hand-feeding	protocol-bondage-d-s-details	Hand-feeding	Protocol, Bondage & D/s Details	Being fed by a partner as service, caretaking, control, or pet-play ritual.	Both	Physical/Psychological	Variable	Low										Normal nutrition and hydration are never conditional.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
human-furniture	protocol-bondage-d-s-details	Human furniture	Protocol, Bondage & D/s Details	Objectification roleplay where a consenting adult acts as furniture or a functional object.	Receiving	Physical/Psychological	Variable	Moderate										Positioning and duration matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
human-auction-appraisal-roleplay	protocol-bondage-d-s-details	Human auction / appraisal roleplay	Protocol, Bondage & D/s Details	Consensual adult roleplay involving being inspected, rated, or symbolically auctioned.	Both	Physical/Psychological	Variable	Moderate-High										Private/consenting spaces only; psychological limits matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
free-use-fantasy	protocol-bondage-d-s-details	Free-use fantasy	Protocol, Bondage & D/s Details	Pre-negotiated adult fantasy or arrangement centered on broad sexual availability within explicit boundaries.	Both	Physical/Psychological	Variable	High										CNC-adjacent; safewords and scope remain absolute.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
traffic-light-check-in-system	protocol-bondage-d-s-details	Traffic-light check-in system	Protocol, Bondage & D/s Details	Green/yellow/red communication protocol used during scenes.	Both	Physical/Psychological	Variable	Low										Safety/communication tool rather than a kink by itself.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
scene-negotiation-kink	protocol-bondage-d-s-details	Scene negotiation kink	Protocol, Bondage & D/s Details	Enjoyment of the ritual, structure, or anticipation of detailed scene negotiation.	Both	Physical/Psychological	Variable	Low										Meta-kink / process interest.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
d-s-contract-ritual	protocol-bondage-d-s-details	D/s contract ritual	Protocol, Bondage & D/s Details	Interest in written agreements, rules, or symbolic contracts within consensual power exchange.	Both	Physical/Psychological	Variable	Low-Moderate										Not legally binding; scope remains revocable.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
public-witnessed-collaring-ceremony	protocol-bondage-d-s-details	Public / witnessed collaring ceremony	Protocol, Bondage & D/s Details	Collaring performed in front of consenting witnesses or community.	Both	Physical/Psychological	Variable	Low-Moderate										Privacy and social implications matter.	Tumblr 400+ list; KinkSheet; 3Fun	https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes; https://kinksheet.com/; https://www.go3fun.co/poly-blog/list-of-kinks/	Added Sep 2026
erotic-hypnosis-hypnokink	psychological-verbal-emotional	Erotic hypnosis / hypnokink	Psychological, Verbal & Emotional	Consensual trance, suggestion, or hypnotic framing used for erotic or psychological play.	Both	Psychological/Relational	Variable	High										Psychological specialty; consent and debriefing matter.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
mind-control-roleplay	psychological-verbal-emotional	Mind-control roleplay	Psychological, Verbal & Emotional	Fantasy of irresistible influence, conditioning, or mental control enacted as consensual adult roleplay.	Both	Psychological/Relational	Variable	High										Fantasy only; real consent remains intact.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
brainwashing-fantasy	psychological-verbal-emotional	Brainwashing fantasy	Psychological, Verbal & Emotional	Consensual adult fantasy centered on identity conditioning, rewriting, or indoctrination themes.	Both	Psychological/Relational	Variable	High										Fantasy/roleplay; psychologically intense.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
corruption-kink	psychological-verbal-emotional	Corruption kink	Psychological, Verbal & Emotional	Adult consensual fantasy of leading someone from innocence/inexperience toward greater willingness or desire.	Both	Psychological/Relational	Variable	Moderate-High										Adult roleplay only; distinguish fantasy from real coercion.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
bimbofication	psychological-verbal-emotional	Bimbofication	Psychological, Verbal & Emotional	Adult transformation fantasy involving exaggerated hyper-feminine presentation and simplified/intellectually submissive persona.	Both	Psychological/Relational	Variable	Moderate										Adult roleplay; identity boundaries matter.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
quiet-domination	psychological-verbal-emotional	Quiet domination	Psychological, Verbal & Emotional	Dominance expressed through calm authority, presence, tone, and subtle direction rather than overt intensity.	Giving	Psychological/Relational	Variable	Low-Moderate											3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
language-play-verbal-kink	psychological-verbal-emotional	Language play / verbal kink	Psychological, Verbal & Emotional	Erotic focus on words, tone, phrasing, praise, teasing, commands, or narrative.	Both	Psychological/Relational	Variable	Low-Moderate										Broad umbrella.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
dirty-talk	psychological-verbal-emotional	Dirty talk	Psychological, Verbal & Emotional	Erotic verbal communication using explicitly sexual, commanding, praising, or degrading language.	Both	Psychological/Relational	Variable	Low-Moderate										Negotiate language limits.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
isolation-fantasy	psychological-verbal-emotional	Isolation fantasy	Psychological, Verbal & Emotional	Psychological fantasy centered on exclusivity, seclusion, or being cut off from distractions with a partner.	Receiving	Psychological/Relational	Variable	Moderate										Keep actual social isolation separate from consensual scene fantasy.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
psychological-control-fantasy	psychological-verbal-emotional	Psychological-control fantasy	Psychological, Verbal & Emotional	Consensual fantasy centered on influence, guidance, structure, and surrender of selected decisions.	Receiving	Psychological/Relational	Variable	Moderate										Scope must remain explicit and revocable.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
small-penis-humiliation-sph	psychological-verbal-emotional	Small-penis humiliation (SPH)	Psychological, Verbal & Emotional	Adult consensual humiliation kink focused on penis size or adequacy.	Both	Psychological/Relational	Variable	Moderate-High										Psychological limits and aftercare may matter.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
competence-kink	psychological-verbal-emotional	Competence kink	Psychological, Verbal & Emotional	Erotic interest in intelligence, skill, expertise, authority-through-competence, or performing under scrutiny.	Both	Psychological/Relational	Variable	Low-Moderate											3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
pet-name-kink	psychological-verbal-emotional	Pet-name kink	Psychological, Verbal & Emotional	Erotic or relational charge from specific names, titles, or affectionate/possessive labels.	Both	Psychological/Relational	Variable	Low											3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
jealousy-play	psychological-verbal-emotional	Jealousy play	Psychological, Verbal & Emotional	Consensual exploration of jealousy, rivalry, or possessive emotion within negotiated boundaries.	Both	Psychological/Relational	Variable	Moderate-High										Emotionally intense; debriefing can matter.	3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
romance-courtly-love-kink	psychological-verbal-emotional	Romance / courtly-love kink	Psychological, Verbal & Emotional	Treating elaborate romance, devotion, ritual gestures, or being wooed as the central erotic/relational focus.	Both	Psychological/Relational	Variable	Low											3Fun; TBô 2026 list; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://tbo.clothing/blogs/talk/kinks-list-2026-a-z-fetishes-psychology; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
photographer-model-roleplay	roleplay-scenario-kinks	Photographer / model roleplay	Roleplay & Scenario Kinks	One adult directs another's poses or presentation as a photographer/model scenario.	Both	Psychological/Roleplay	Variable	Moderate										Privacy and recording boundaries matter if cameras are used.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
delivery-person-roleplay	roleplay-scenario-kinks	Delivery-person roleplay	Roleplay & Scenario Kinks	Adult service-worker/recipient fantasy using a fictional delivery scenario.	Both	Psychological/Roleplay	Variable	Low-Moderate										Adult roleplay only.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
celebrity-fan-roleplay	roleplay-scenario-kinks	Celebrity / fan roleplay	Roleplay & Scenario Kinks	Adult fantasy involving status, fame, admiration, or celebrity/fan power difference.	Both	Psychological/Roleplay	Variable	Low-Moderate										Roleplay with consenting adults.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
cheating-fantasy	roleplay-scenario-kinks	Cheating fantasy	Roleplay & Scenario Kinks	Partners consensually roleplay infidelity or forbidden attraction without actual betrayal.	Both	Psychological/Roleplay	Variable	Moderate-High										Keep fantasy separate from real agreements.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
home-invasion-fantasy	roleplay-scenario-kinks	Home-invasion fantasy	Roleplay & Scenario Kinks	Adult CNC-style fantasy of an intrusion or break-in scenario.	Both	Psychological/Roleplay	Variable	High										Fantasy/roleplay only; CNC-adjacent and psychologically intense.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
practical-sex-ed-roleplay	roleplay-scenario-kinks	Practical sex-ed roleplay	Roleplay & Scenario Kinks	Adult roleplay where one person teaches or demonstrates sexual knowledge to another.	Both	Psychological/Roleplay	Variable	Low-Moderate										Adult participants only.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
sleep-play-consensual-somnophilia	roleplay-scenario-kinks	Sleep play / consensual somnophilia	Roleplay & Scenario Kinks	Adult sleep-related fantasy or pre-negotiated play where consent is established while awake.	Both	Psychological/Roleplay	Variable	High										Consent must be negotiated while awake; CNC-adjacent.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
fake-public-use-fantasy	roleplay-scenario-kinks	Fake public-use fantasy	Roleplay & Scenario Kinks	Private or controlled roleplay that simulates public sexual availability without involving non-consenting bystanders.	Both	Psychological/Roleplay	Variable	High										Keep bystanders out of the scene.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
adult-incest-taboo-family-role-fantasy	roleplay-scenario-kinks	Adult incest / taboo-family-role fantasy	Roleplay & Scenario Kinks	Consensual adult taboo roleplay using fictional family-role framing.	Both	Psychological/Roleplay	Variable	High										Adults only; fantasy/roleplay, not abuse.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
threesome	group-dynamics-consensual-non-monogamy	Threesome	Group Dynamics & Consensual Non-Monogamy	Consensual sexual or erotic interaction among three adults.	Both	Relational/Sexual	Variable	Moderate										Communication, STI, and relationship boundaries.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
swinging-soft-swap	group-dynamics-consensual-non-monogamy	Swinging - soft swap	Group Dynamics & Consensual Non-Monogamy	Couples engage with others while keeping some sexual activities exclusive to their primary partner.	Both	Relational/Sexual	Variable	Moderate										Definitions vary; agree on boundaries.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
swinging-full-swap	group-dynamics-consensual-non-monogamy	Swinging - full swap	Group Dynamics & Consensual Non-Monogamy	Couples consensually exchange partners for broader sexual activity.	Both	Relational/Sexual	Variable	Moderate-High										Communication, STI, and emotional boundaries.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
cuckolding	group-dynamics-consensual-non-monogamy	Cuckolding	Group Dynamics & Consensual Non-Monogamy	Consensual dynamic where one partner is aroused by their partner being sexual with someone else, often with submission or humiliation themes.	Both	Relational/Sexual	Variable	Moderate-High										Role meanings vary; emotional boundaries matter.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
cuckqueaning	group-dynamics-consensual-non-monogamy	Cuckqueaning	Group Dynamics & Consensual Non-Monogamy	Gender-reversed or woman-centered counterpart to cuckolding dynamics.	Both	Relational/Sexual	Variable	Moderate-High										Role meanings vary; emotional boundaries matter.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
stag-vixen-dynamic	group-dynamics-consensual-non-monogamy	Stag / vixen dynamic	Group Dynamics & Consensual Non-Monogamy	Consensual sharing dynamic emphasizing pride, compersion, or a partner's desirability rather than humiliation.	Both	Relational/Sexual	Variable	Moderate										Relationship agreements matter.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
hotwifing	group-dynamics-consensual-non-monogamy	Hotwifing	Group Dynamics & Consensual Non-Monogamy	Consensual dynamic in which a married/partnered woman has sexual experiences with others with partner knowledge/encouragement.	Both	Relational/Sexual	Variable	Moderate-High										Relationship agreements and STI boundaries.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
gangbang	group-dynamics-consensual-non-monogamy	Gangbang	Group Dynamics & Consensual Non-Monogamy	One consenting adult sexual participant with several consenting adult partners in the same encounter.	Both	Relational/Sexual	Variable	High										Complex consent, physical intensity, and STI considerations.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
orgy-sex-party-interest	group-dynamics-consensual-non-monogamy	Orgy / sex-party interest	Group Dynamics & Consensual Non-Monogamy	Interest in consensual sexual environments involving multiple adults.	Both	Relational/Sexual	Variable	High										Venue rules, consent, STI, and privacy considerations.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
same-room-sex	group-dynamics-consensual-non-monogamy	Same-room sex	Group Dynamics & Consensual Non-Monogamy	Multiple couples or partners have sex in the same room while remaining with their own partners.	Both	Relational/Sexual	Variable	Moderate										All observers/participants must consent.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
group-masturbation	group-dynamics-consensual-non-monogamy	Group masturbation	Group Dynamics & Consensual Non-Monogamy	Multiple consenting adults masturbate together or in view of one another.	Both	Relational/Sexual	Variable	Moderate										Privacy and consent.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
guest-star-invited-third-dynamic	group-dynamics-consensual-non-monogamy	Guest-star / invited-third dynamic	Group Dynamics & Consensual Non-Monogamy	A couple consensually invites another adult while intentionally preserving the third person's autonomy and boundaries.	Both	Relational/Sexual	Variable	Moderate										Avoid treating a third person as a prop.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
open-relationship-interest	group-dynamics-consensual-non-monogamy	Open-relationship interest	Group Dynamics & Consensual Non-Monogamy	Interest in consensual non-monogamy where partners may form outside sexual or romantic connections.	Both	Relational/Sexual	Variable	Moderate										Relationship structure rather than a kink for everyone.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
non-monogamy-multi-partner-interest	group-dynamics-consensual-non-monogamy	Non-monogamy / multi-partner interest	Group Dynamics & Consensual Non-Monogamy	Broad interest in consensual romantic or sexual connection involving more than two adults.	Both	Relational/Sexual	Variable	Moderate										Umbrella relationship orientation / interest.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
harem-fantasy	group-dynamics-consensual-non-monogamy	Harem fantasy	Group Dynamics & Consensual Non-Monogamy	Fantasy of one person receiving attention from multiple consenting adult partners.	Both	Relational/Sexual	Variable	Moderate										Fantasy or consensual group dynamic.	3Fun; KinkSheet; Tumblr 400+ list	https://www.go3fun.co/poly-blog/list-of-kinks/; https://kinksheet.com/; https://5ummit.tumblr.com/post/686429062096355328/list-of-400-kinks-tropes	Added Sep 2026
